id,title,overview,tagline,genres_str,genres_names,keywords_names,release_date,release_year,budget,revenue,runtime,popularity,vote_average,vote_count,production_companies_names,cast_names,original_language,status,combined_features
1439,Anna and the King,The story of the romance between the King of Siam (now Thailand) and the widowed British school teacher Anna Leonowens during the 1860's. Anna teaches the children and becomes romanced by the King. She convinces him that a man can be loved by just one woman.,,Drama|History|Romance,"['Drama', 'History', 'Romance']","['civil war', 'father son relationship', 'east india trading company', 'traitor', 'death penalty', 'thailand', 'palace', 'burma', 'daughter', 'royalty']",1999-12-16,1999.0,75000000,0,148.0,13.327372,6.4,197,['Fox 2000 Pictures'],"['Jodie Foster', 'Chow Yun-fat', 'Bai Ling', 'Tom Felton', 'Randall Duk Kim']",en,Released,drama history romance civil war father son relationship east india trading company traitor death penalty jodie foster chow yun-fat bai ling fox 2000 pictures
37958,Immortals,"Theseus is a mortal man chosen by Zeus to lead the fight against the ruthless King Hyperion, who is on a rampage across Greece to obtain a weapon that can destroy humanity.",The Gods need a hero.,Fantasy|Action|Drama,"['Fantasy', 'Action', 'Drama']","['poison', 'army', 'zeus', 'poseidon', 'spear']",2011-11-10,2011.0,75000000,226904017,110.0,37.917002,5.7,880,"['Virgin Produced', 'Mark Canton Productions']","['Mickey Rourke', 'Kellan Lutz', 'Isabel Lucas', 'Henry Cavill', 'Luke Evans']",en,Released,fantasy action drama poison army zeus poseidon spear mickey rourke kellan lutz isabel lucas virgin produced mark canton productions
2026,Hostage,"When a mafia accountant is taken hostage on his beat, a police officer – wracked by guilt from a prior stint as a negotiator – must negotiate the standoff, even as his own family is held captive by the mob.",Every Second Counts,Mystery|Drama|Thriller|Crime,"['Mystery', 'Drama', 'Thriller', 'Crime']","['fbi', 'kidnapping', 'police operation', 'home invasion', 'hostage situation', 'hostage negotiator']",2005-03-09,2005.0,52000000,77944725,113.0,23.663713,6.2,512,"['Miramax Films', 'Cheyenne Enterprises', 'Yari Film Group']","['Bruce Willis', 'Kevin Pollak', 'Jimmy Bennett', 'Michelle Horn', 'Ben Foster']",en,Released,mystery drama thriller crime fbi kidnapping police operation home invasion hostage situation bruce willis kevin pollak jimmy bennett miramax films cheyenne enterprises
7450,Titan A.E.,"A young man finds out that he holds the key to restoring hope and ensuring survival for the human race, while an alien species called the Dredge are bent on mankind's destruction.","When Earth Ends, The Adventure Begins.",Animation|Action|Science Fiction|Family|Adventure,"['Animation', 'Action', 'Science Fiction', 'Family', 'Adventure']","['monster', 'galaxy', 'dystopia', 'space', 'alien', 'animation', 'mission']",2000-06-16,2000.0,75000000,36754634,94.0,14.44381,6.3,313,"['Twentieth Century Fox Film Corporation', 'David Kirschner Productions', 'Fox Animation Studios']","['Matt Damon', 'Bill Pullman', 'Drew Barrymore', 'John Leguizamo', 'Nathan Lane']",en,Released,animation action science fiction family adventure monster galaxy dystopia space alien matt damon bill pullman drew barrymore twentieth century fox film corporation david kirschner productions
11375,Hollywood Homicide,"Joe Gavilan (Harrison Ford) and his new partner K. C. Calden (Josh Hartnett), are detectives on the beat in Tinseltown. Neither one of them really wants to be a cop, Gavilan moonlights as a real estate broker, and Calden is an aspiring actor moonlighting as a yoga instructor. When the two are assigned a big case they must work out whether they want to solve the case or follow their hearts.",,Action|Adventure|Comedy|Thriller,"['Action', 'Adventure', 'Comedy', 'Thriller']","['rap music', 'hitman']",2003-06-09,2003.0,75000000,51142659,116.0,10.605084,5.0,166,"['Columbia Pictures', 'Revolution Studios']","['Harrison Ford', 'Josh Hartnett', 'Lena Olin', 'Bruce Greenwood', 'Isaiah Washington']",en,Released,action adventure comedy thriller rap music hitman harrison ford josh hartnett lena olin columbia pictures revolution studios
9425,Soldier,"Sergeant Todd is a veteran soldier for an elite group of the armed forces. After being defeated by a new breed of genetically engineered soldiers, he is dumped on a waste planet and left for dead. He soon interacts with a group of crash survivors who lead out a peaceful existence. The peace is broken as the new soldiers land on the planet to eliminate the colony, which Sergeant Todd must defend.","Left for dead on a remote planet for obsolete machines and people, a fallen hero has one last battle to fight",Action|War|Science Fiction,"['Action', 'War', 'Science Fiction']","['space marine', 'dystopia', 'alien planet', 'genetic engineering']",1998-10-23,1998.0,75000000,14567883,99.0,11.873856,6.1,221,"['Impact Pictures', 'Jerry Weintraub Productions', 'Warner Bros.']","['Kurt Russell', 'Jason Scott Lee', 'Jason Isaacs', 'Connie Nielsen', 'Sean Pertwee']",en,Released,action war science fiction space marine dystopia alien planet genetic engineering kurt russell jason scott lee jason isaacs impact pictures jerry weintraub productions
25769,Carriers,"Four friends fleeing a viral pandemic soon learn they are more dangerous than any virus.A deadly virus has spread across the globe. Contagion is everywhere, no one is safe and no one can be trusted. Four young attractive people race through the back roads of the American West to the pounding beat of a vacation soundtrack. Their aim is to retreat to secluded utopian beach in the Gulf of Mexico, where they could peacefully wait out the pandemic and survive the apocalyptic disease. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal the fate of each of them in an inexorable and horrifying voyage of hell through a western landscape populated by only the hideous dead or the twisted living.","The rules are simple. You break them, you die...",Action|Drama|Horror|Science Fiction|Thriller,"['Action', 'Drama', 'Horror', 'Science Fiction', 'Thriller']","['beach', 'desperation', 'infection', 'survival', 'biohazard', 'disease', 'trust', 'virus', 'pandemic']",2009-09-04,2009.0,0,5802422,84.0,12.708963,5.8,282,"['Paramount Vantage', 'Likely Story', 'Ivy Boy Productions']","['Lou Taylor Pucci', 'Chris Pine', 'Piper Perabo', 'Emily VanCamp', 'Christopher Meloni']",en,Released,action drama horror science fiction thriller beach desperation infection survival biohazard lou taylor pucci chris pine piper perabo paramount vantage likely story
11866,Flight of the Phoenix,"When an Amacor oil rig in the Gobi Desert of Mongolia proves unproductive, Captain Frank Towns and copilot ""A.J."" are sent to shut the operation down. However, on their way to Beijing, a major dust storm forces them to ditch their C-119 Flying Boxcar in an uncharted area of the desert.","Out of the ashes, hope will rise.",Action|Adventure|Drama|Thriller,"['Action', 'Adventure', 'Drama', 'Thriller']","['robbery', 'water', 'gobi desert', 'disaster', 'airplane crash', 'struggle for survival', 'desert']",2004-12-17,2004.0,45000000,21009180,113.0,20.374308,5.7,276,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'Aldrich Group']","['Dennis Quaid', 'Tyrese Gibson', 'Giovanni Ribisi', 'Miranda Otto', 'Hugh Laurie']",en,Released,action adventure drama thriller robbery water gobi desert disaster airplane crash dennis quaid tyrese gibson giovanni ribisi twentieth century fox film corporation davis entertainment
9741,Unbreakable,"An ordinary man makes an extraordinary discovery when a train accident leaves his fellow passengers dead – and him unscathed. The answer to this mystery could lie with the mysterious Elijah Price, a man who suffers from a disease that renders his bones as fragile as glass.",Some things are only revealed by accident.,Science Fiction|Thriller|Drama,"['Science Fiction', 'Thriller', 'Drama']","['father son relationship', 'train accident', 'comic book', 'marriage crisis', 'invulnerability', 'superhero', 'suspense', 'super powers']",2000-11-13,2000.0,75000000,248118121,106.0,42.006908,6.9,1946,"['Limited Edition Productions Inc.', 'Touchstone Pictures', 'Blinding Edge Pictures']","['Bruce Willis', 'Samuel L. Jackson', 'Robin Wright', 'Spencer Treat Clark', 'John Patrick Amedori']",en,Released,science fiction thriller drama father son relationship train accident comic book marriage crisis invulnerability bruce willis samuel l. jackson robin wright limited edition productions inc. touchstone pictures
211672,Minions,"Minions Stuart, Kevin and Bob are recruited by Scarlet Overkill, a super-villain who, alongside her inventor husband Herb, hatches a plot to take over the world.","Before Gru, they had a history of bad bosses",Family|Animation|Adventure|Comedy,"['Family', 'Animation', 'Adventure', 'Comedy']","['assistant', 'aftercreditsstinger', 'duringcreditsstinger', 'evil mastermind', 'minions', '3d']",2015-06-17,2015.0,74000000,1156730962,91.0,875.581305,6.4,4571,"['Universal Pictures', 'Illumination Entertainment']","['Sandra Bullock', 'Jon Hamm', 'Michael Keaton', 'Allison Janney', 'Steve Coogan']",en,Released,family animation adventure comedy assistant aftercreditsstinger duringcreditsstinger evil mastermind minions sandra bullock jon hamm michael keaton universal pictures illumination entertainment
23629,Sucker Punch,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",You will be unprepared,Action|Fantasy|Thriller,"['Action', 'Fantasy', 'Thriller']","['brothel', 'fantasy', 'asylum', 'reality', 'escape', 'robot', 'violence', 'inmate', 'alternative', 'imagination']",2011-03-24,2011.0,82000000,89792502,110.0,39.127082,5.9,1623,"['Legendary Pictures', 'Warner Bros.', 'Lennox House Films']","['Emily Browning', 'Abbie Cornish', 'Jena Malone', 'Vanessa Hudgens', 'Jamie Chung']",en,Released,action fantasy thriller brothel fantasy asylum reality escape emily browning abbie cornish jena malone legendary pictures warner bros.
8688,Snake Eyes,"All bets are off when corrupt homicide cop Rick Santoro witnesses a murder during a boxing match. It's up to him and lifelong friend and naval intelligence agent Kevin Dunne to uncover the conspiracy behind the killing. At every turn, Santoro makes increasingly shocking discoveries that even he can't turn a blind eye to.",Believe everything except your eyes.,Crime|Mystery,"['Crime', 'Mystery']","['casino', 'political activism', 'boxer', 'mission of murder', 'boxing match', 'suspense', 'police officer', 'witness to murder']",1998-08-07,1998.0,73000000,103891409,98.0,20.790703,5.8,327,"['Paramount Pictures', 'DeBart', 'Touchstone Pictures']","['Nicolas Cage', 'Gary Sinise', 'John Heard', 'Carla Gugino', 'Tamara Tunie']",en,Released,crime mystery casino political activism boxer mission of murder boxing match nicolas cage gary sinise john heard paramount pictures debart
10153,Sphere,"The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft.They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.","A thousand feet beneath the sea, the blackest holes are in the mind...",Science Fiction,['Science Fiction'],"['ocean', 'extraterrestrial technology', 'space marine', 'paranoia', 'raumschiffabsturz', 'alien', 'psychologist', 'ocean floor', 'deepsea']",1998-02-13,1998.0,75000000,13100000,134.0,18.65988,5.8,476,"['Punch Productions', 'Warner Bros.', 'Baltimore Pictures']","['Dustin Hoffman', 'Sharon Stone', 'Samuel L. Jackson', 'Peter Coyote', 'Liev Schreiber']",en,Released,science fiction ocean extraterrestrial technology space marine paranoia raumschiffabsturz dustin hoffman sharon stone samuel l. jackson punch productions warner bros.
153518,The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.",Why so angry?,Family|Animation,"['Family', 'Animation']","['island', 'bird', 'pig', 'talking animal', 'based on video game', 'anger management', '3d']",2016-05-11,2016.0,73000000,349779543,97.0,45.720894,5.9,1022,"['Columbia Pictures', 'Rovio Entertainment', 'Sony Pictures Imageworks (SPI)']","['Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Maya Rudolph', 'Bill Hader']",en,Released,family animation island bird pig talking animal based on video game jason sudeikis josh gad danny mcbride columbia pictures rovio entertainment
8676,Fool's Gold,"Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.",This February True Love Takes a Dive.,Romance|Comedy|Adventure,"['Romance', 'Comedy', 'Adventure']","['helicopter', 'cemetery', 'boat', 'mexican standoff', 'sword', 'cave', 'shipwreck', 'yacht', 'bahamas', 'jet ski']",2008-02-07,2008.0,70000000,111231041,112.0,21.789615,5.4,444,"['De Line Pictures', 'Warner Bros.']","['Matthew McConaughey', 'Kate Hudson', 'Donald Sutherland', 'Ewen Bremner', 'Alexis Dziena']",en,Released,romance comedy adventure helicopter cemetery boat mexican standoff sword matthew mcconaughey kate hudson donald sutherland de line pictures warner bros.
20829,Funny People,"Famous and wealthy funnyman George Simmons doesn't give much thought to how he treats people until a doctor delivers stunning health news, forcing George to reevaluate his priorities with a little help from aspiring stand-up comic Ira.","George Simmons was prepared to die, but then a funny thing happened.",Comedy|Drama,"['Comedy', 'Drama']","['comedian', 'cancer', 'bromance', 'stand-up comedian']",2009-07-31,2009.0,75000000,61458982,146.0,20.199057,5.7,390,"['Columbia Pictures', 'Universal Pictures', 'Happy Madison Productions']","['Adam Sandler', 'Seth Rogen', 'Leslie Mann', 'Eric Bana', 'Jonah Hill']",en,Released,comedy drama comedian cancer bromance stand-up comedian adam sandler seth rogen leslie mann columbia pictures universal pictures
4349,The Kingdom,A team of U.S. government agents is sent to investigate the bombing of an American facility in the Middle East.,How do you stop an enemy who isn't afraid to die?,Thriller|Action|Drama,"['Thriller', 'Action', 'Drama']","['assassination', 'assassin', 'terrorist', 'explosive', 'fbi', 'chase', 'saudi arabia', 'investigation', 'police', 'medical examiner']",2007-08-22,2007.0,70000000,86658558,110.0,26.123705,6.5,513,"['Universal Pictures', 'Forward Pass', 'Relativity Media']","['Jamie Foxx', 'Jennifer Garner', 'Chris Cooper', 'Jason Bateman', 'Ali Suliman']",en,Released,thriller action drama assassination assassin terrorist explosive fbi jamie foxx jennifer garner chris cooper universal pictures forward pass
9718,Talladega Nights: The Ballad of Ricky Bobby,"Lifelong friends and national idols Ricky Bobby and Cal Naughton Jr. have earned their NASCAR stripes with their uncanny knack of finishing races in the first and second slots, respectively, and slinging catchphrases like ""Shake and bake!"" But when a rival French driver coasts onto the track to challenge their records, they'll have to floor it to retain their top-dog status.",The story of a man who could only count to #1,Comedy,['Comedy'],"['north carolina', 'prayer', 'family dinner', 'advertising', 'divorce', 'motor', 'automobile racing', 'nascar', 'dog trainer', 'car movie']",2006-08-04,2006.0,72500000,162966177,116.0,12.599836,6.2,491,"['Columbia Pictures', 'Apatow Productions']","['Will Ferrell', 'John C. Reilly', 'Sacha Baron Cohen', 'Gary Cole', 'Michael Clarke Duncan']",en,Released,comedy north carolina prayer family dinner advertising divorce will ferrell john c. reilly sacha baron cohen columbia pictures apatow productions
10808,Dr. Dolittle 2,"Dr. John Dolittle the beloved doctor is back, but this time around he plays cupid to bumbling circus bear Archie as he's so smitten by a Pacific Western bear female, Ava. Dr. Dolittle must help a group of forest creatures to save their forest. But with the aid of his mangy, madcap animal friends, Dr. Dolittle must teach Archie the ways of true romance in time to save his species and his home before their habit is gone. So John held a meeting for every animal in the forest to not give up without a fight no matter what kind of animal expression they have and everyone agrees to do it and save their home.",The doctor is in again.,Comedy|Family|Romance|Fantasy,"['Comedy', 'Family', 'Romance', 'Fantasy']","['veterinarian', 'forest', 'bear', 'animal', 'animal protection']",2001-06-22,2001.0,70000000,176104344,87.0,13.543053,4.9,410,"['Twentieth Century Fox Film Corporation', 'Joseph M. Singer Entertainment', 'Davis Entertainment']","['Eddie Murphy', 'Kristen Wilson', 'Raven-Symoné', 'Kyla Pratt', 'Mandy Moore']",en,Released,comedy family romance fantasy veterinarian forest bear animal animal protection eddie murphy kristen wilson raven-symoné twentieth century fox film corporation joseph m. singer entertainment
197,Braveheart,"Enraged at the slaughter of Murron, his new bride and childhood love, Scottish warrior William Wallace slays a platoon of the local English lord's soldiers. This leads the village to revolt and, eventually, the entire country to rise up against English rule.",Every man dies. Not every man truly lives.,Action|Drama|History|War,"['Action', 'Drama', 'History', 'War']","['individual', 'scotland', 'in love with enemy', 'legend', 'independence', 'idealism', 'revolt', 'tyranny']",1995-05-24,1995.0,72000000,210000000,177.0,60.722162,7.7,3336,"['Icon Entertainment International', 'The Ladd Company', 'B.H. Finance C.V.']","['Mel Gibson', 'Catherine McCormack', 'Sophie Marceau', 'Patrick McGoohan', 'Angus Macfadyen']",en,Released,action drama history war individual scotland in love with enemy legend independence mel gibson catherine mccormack sophie marceau icon entertainment international the ladd company
25,Jarhead,"Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swafford and his unit are sent to the Persian Gulf where they are earger to fight but are forced to stay back from the action. Meanwhile Swofford gets news of his girlfriend is cheating on him. Desperately he wants to kill someone and finally put his training to use.",Welcome to the suck.,Drama|War,"['Drama', 'War']","['sniper', 'marine corps', 'saudi arabia', 'petrol', 'golf war', 'u.s. marine']",2005-11-04,2005.0,72000000,96889998,125.0,32.227223,6.6,765,"['Universal Pictures', 'Neal Street Productions', 'Red Wagon Entertainment']","['Jamie Foxx', 'Jake Gyllenhaal', 'Scott MacDonald', 'Lucas Black', 'Peter Sarsgaard']",en,Released,drama war sniper marine corps saudi arabia petrol golf war jamie foxx jake gyllenhaal scott macdonald universal pictures neal street productions
35,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",See our family. And feel better about yours.,Animation|Comedy|Family,"['Animation', 'Comedy', 'Family']","['father son relationship', 'lake', 'springfield', 'the simpsons', 'duff beer', 'garbage', 'pig', 'pollution', 'environmental protection agency', 'quarantine']",2007-07-25,2007.0,75000000,527068851,87.0,46.875375,6.9,2264,"['Gracie Films', 'Twentieth Century Fox Film Corporation']","['Dan Castellaneta', 'Julie Kavner', 'Nancy Cartwright', 'Yeardley Smith', 'Hank Azaria']",en,Released,animation comedy family father son relationship lake springfield the simpsons duff beer dan castellaneta julie kavner nancy cartwright gracie films twentieth century fox film corporation
11086,The Majestic,"Set in 1951, a blacklisted Hollywood writer gets into a car accident, loses his memory and settles down in a small town where he is mistaken for a long-lost son.",Sometimes your life comes into focus one frame at a time.,Drama|Romance,"['Drama', 'Romance']","['california', 'falsely accused', 'prosecution', 'anti-communism', 'hollywood', 'writer']",2001-12-21,2001.0,72000000,37317558,152.0,11.215702,6.6,188,"['Village Roadshow Pictures', 'Castle Rock Entertainment', 'NPV Entertainment']","['Jim Carrey', 'Martin Landau', 'Laurie Holden', 'David Ogden Stiers', 'Hal Holbrook']",en,Released,drama romance california falsely accused prosecution anti-communism hollywood jim carrey martin landau laurie holden village roadshow pictures castle rock entertainment
10477,Driven,"Talented rookie race-car driver Jimmy Bly has started losing his focus and begins to slip in the race rankings. It's no wonder, with the immense pressure being shoveled on him by his overly ambitious promoter brother as well as Bly's romance with his arch rival's girlfriend Sophia. With much riding on Bly, car owner Carl Henry brings former racing star Joe Tanto on board to help Bly. To drive Bly back to the top of the rankings, Tanto must first deal with the emotional scars left over from a tragic racing accident which nearly took his life.",Get ready for the race of your life.,Action,['Action'],"['competition', 'running', 'career', 'idol', 'racing car']",2001-04-27,2001.0,94000000,54744738,116.0,8.468586,4.5,179,"['Epsilon Motion Pictures', 'Franchise Pictures', 'Trackform Film Productions']","['Kip Pardue', 'Robert Sean Leonard', 'Til Schweiger', 'Estella Warren', 'Sylvester Stallone']",en,Released,action competition running career idol racing car kip pardue robert sean leonard til schweiger epsilon motion pictures franchise pictures
1997,Two Brothers,"Two tigers are separated as cubs and taken into captivity, only to be reunited years later as enemies by an explorer (Pearce) who inadvertently forces them to fight each other.","Two infant tiger cubs, separated from their parents and each other.",Adventure|Drama|Family,"['Adventure', 'Drama', 'Family']","['brother brother relationship', 'loss of brother', 'cambodia', 'chase', 'tiger', 'governor', 'royalty', 'travelling circus', 'archaeologist']",2004-04-07,2004.0,74500000,62172050,109.0,8.884318,6.9,180,"['Pathé Renn Productions', 'TF1 Films Production', 'Canal+']","['Maï Anh Le', 'Guy Pearce', 'Oanh Nguyen', ""Jaran 'See Tao' Petcharoen"", 'Stéphanie Lagarde']",en,Released,adventure drama family brother brother relationship loss of brother cambodia chase tiger maï anh le guy pearce oanh nguyen pathé renn productions tf1 films production
6947,The Village,"When a willful young man tries to venture beyond his sequestered Pennsylvania hamlet, his actions set off a chain of chilling incidents that will alter the community forever.",There is no turning back,Drama|Mystery|Thriller,"['Drama', 'Mystery', 'Thriller']","['secret', 'forest', 'rural setting', 'blindness', 'courtship', 'mentally handicapped man', 'human nature', 'aura', 'romantic', 'village council']",2004-07-30,2004.0,60000000,256697520,108.0,27.491891,6.2,1071,"['Scott Rudin Productions', 'Touchstone Pictures', 'Blinding Edge Pictures']","['Bryce Dallas Howard', 'Joaquin Phoenix', 'Adrien Brody', 'William Hurt', 'Sigourney Weaver']",en,Released,drama mystery thriller secret forest rural setting blindness courtship bryce dallas howard joaquin phoenix adrien brody scott rudin productions touchstone pictures
3050,Doctor Dolittle,"A successful physician and devoted family man, John Dolittle (Eddie Murphy) seems to have the world by the tail, until a long suppressed talent he possessed as a child, the ability to communicate with animals is suddenly reawakened with a vengeance! Now every creature within squawking distance wants the good doctor's advice, unleashing an outrageous chain of events that turns his world upside down!",He doesn't just talk to the animals!,Comedy|Family|Fantasy,"['Comedy', 'Family', 'Fantasy']","['talking to animals', 'woman director']",1998-06-22,1998.0,71000000,294456605,85.0,21.462935,5.4,686,"['Twentieth Century Fox Film Corporation', 'Joseph M. Singer Entertainment', 'Davis Entertainment']","['Eddie Murphy', 'Ossie Davis', 'Oliver Platt', 'Peter Boyle', 'Richard Schiff']",en,Released,comedy family fantasy talking to animals woman director eddie murphy ossie davis oliver platt twentieth century fox film corporation joseph m. singer entertainment
2675,Signs,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,It’s not like they didn’t warn us.,Drama|Thriller|Science Fiction|Mystery,"['Drama', 'Thriller', 'Science Fiction', 'Mystery']","['symbolism', 'water', 'farm', 'faith', 'alien', 'family relationships', 'rural setting', 'alien invasion', 'rural', 'crop circle']",2002-08-02,2002.0,72000000,408247917,106.0,28.848187,6.4,1599,"['Kennedy/Marshall Company, The', 'Touchstone Pictures', 'Blinding Edge Pictures']","['Mel Gibson', 'Joaquin Phoenix', 'Rory Culkin', 'Abigail Breslin', 'Cherry Jones']",en,Released,"drama thriller science fiction mystery symbolism water farm faith alien mel gibson joaquin phoenix rory culkin kennedy/marshall company, the touchstone pictures"
809,Shrek 2,"Shrek, Fiona and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. The fairy godmother discovers that Shrek has married Fiona instead of her Son Prince Charming and sets about destroying their marriage.",Once upon another time...,Adventure|Animation|Comedy|Family|Fantasy,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy']","['prison', 'magic', 'liberation', 'honeymoon', 'parents-in-law', 'kingdom', 'enchantment', 'dancing scene', 'transformation', 'fairy-tale figure']",2004-05-19,2004.0,150000000,919838758,93.0,47.320801,6.7,2988,"['DreamWorks SKG', 'Pacific Data Images (PDI)', 'DreamWorks Animation']","['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Julie Andrews', 'Antonio Banderas']",en,Released,adventure animation comedy family fantasy prison magic liberation honeymoon parents-in-law mike myers eddie murphy cameron diaz dreamworks skg pacific data images (pdi)
920,Cars,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",Ahhh... it's got that new movie smell.,Animation|Adventure|Comedy|Family,"['Animation', 'Adventure', 'Comedy', 'Family']","['car race', 'car journey', 'village and town', 'auto', 'route 66', 'wrecker', 'porsche', 'retirement', 'media', 'friendship']",2006-06-08,2006.0,120000000,461983149,117.0,82.643036,6.6,3877,"['Walt Disney Pictures', 'Pixar Animation Studios']","['Owen Wilson', 'Paul Newman', 'Bonnie Hunt', 'Larry the Cable Guy', 'Tony Shalhoub']",en,Released,animation adventure comedy family car race car journey village and town auto route 66 owen wilson paul newman bonnie hunt walt disney pictures pixar animation studios
4806,Runaway Bride,"Ike Graham, New York columnist, writes his text always at the last minute. This time, a drunken man in his favourite bar tells Ike about Maggie Carpenter, a woman who always flees from her grooms in the last possible moment. Ike, who does not have the best opinion about females anyway, writes an offensive column without researching the subject thoroughly.",Catch her if you can.,Comedy|Romance,"['Comedy', 'Romance']","['small town', 'self-discovery', 'just married', 'reporter', 'wedding', 'relationship']",1999-07-30,1999.0,70000000,309457509,116.0,20.230535,5.7,455,"['Paramount Pictures', 'Lakeshore Entertainment', 'Touchstone Pictures']","['Julia Roberts', 'Richard Gere', 'Joan Cusack', 'Rita Wilson', 'Héctor Elizondo']",en,Released,comedy romance small town self-discovery just married reporter wedding julia roberts richard gere joan cusack paramount pictures lakeshore entertainment
7451,xXx,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",A New Breed Of Secret Agent.,Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']","['sports car', 'biological weapon', 'cold war', 'russian', 'prague', 'mission', 'athlete', 'nsa agent', 'adrenaline junkie', 'thrill seeker']",2002-08-09,2002.0,70000000,277448382,124.0,46.217769,5.8,1424,"['Columbia Pictures', 'Original Film', 'Revolution Studios']","['Vin Diesel', 'Asia Argento', 'Samuel L. Jackson', 'Danny Trejo', 'Leila Arcieri']",en,Released,action adventure thriller sports car biological weapon cold war russian prague vin diesel asia argento samuel l. jackson columbia pictures original film
228165,The SpongeBob Movie: Sponge Out of Water,"Burger Beard is a pirate who is in search of the final page of a magical book that makes any evil plan he writes in it come true, which happens to be the Krabby Patty secret formula. When the entire city of Bikini Bottom is put in danger, SpongeBob, Patrick, Mr. Krabs, Squidward, Sandy, and Plankton need to go on a quest that takes them to the surface. In order to get back the recipe and save their city, the gang must retrieve the book and transform themselves into superheroes.",He's leaving his world behind.,Animation|Adventure|Comedy|Family,"['Animation', 'Adventure', 'Comedy', 'Family']","['ocean', 'sea', 'star', 'water', 'comedy', 'sponge', 'spongebob', 'live action and animation']",2015-02-05,2015.0,74000000,311594032,93.0,36.952268,5.8,719,"['Paramount Pictures', 'Nickelodeon Movies', 'Nickelodeon Animation Studios']","['Tom Kenny', 'Bill Fagerbakke', 'Rodger Bumpass', 'Clancy Brown', 'Carolyn Lawrence']",en,Released,animation adventure comedy family ocean sea star water comedy tom kenny bill fagerbakke rodger bumpass paramount pictures nickelodeon movies
3595,Ransom,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",Someone is going to pay.,Action|Thriller,"['Action', 'Thriller']","['bounty', 'loss of child', 'yellow press', 'fbi', 'baby-snatching', 'suspense', 'fbi agent', 'millionaire']",1996-11-08,1996.0,80000000,309492681,117.0,16.411345,6.4,470,"['Touchstone Pictures', 'Brian Grazer/Scott Rudin Productions']","['Mel Gibson', 'Gary Sinise', 'Delroy Lindo', 'Rene Russo', 'Lili Taylor']",en,Released,action thriller bounty loss of child yellow press fbi baby-snatching mel gibson gary sinise delroy lindo touchstone pictures brian grazer/scott rudin productions
16869,Inglourious Basterds,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.",Once upon a time in Nazi occupied France...,Drama|Action|Thriller|War,"['Drama', 'Action', 'Thriller', 'War']","['paris', 'guerrilla', 'cinema', 'self sacrifice', 'dynamite', 'mexican standoff', 'world war ii', 'jew persecution', 'jew', 'nazis']",2009-08-18,2009.0,70000000,319131050,153.0,72.595961,7.9,6430,"['Universal Pictures', 'A Band Apart', 'The Weinstein Company']","['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz', 'Eli Roth', 'Michael Fassbender']",en,Released,drama action thriller war paris guerrilla cinema self sacrifice dynamite brad pitt mélanie laurent christoph waltz universal pictures a band apart
